playername,mvpr,marketvaluepound,season,age,lgrank,MP,starts,min,goal,assist,sh,sot,sotp,gsh,cmp,cmpp,crs,int,block,sca,passlive,drib,gca,gcapasslive,tkl,press,pressp,touches,succp,targ,rec,recp,miscon,fls,recov,aerialwonp
Ryan Fraser,"4,512,150",4500000,2017,22,9th,28,19,"1,764",3,5,24,12,50,0.13,,,127,,,,,,,,,,,,,,,,,18,,
Ryan Fraser,"5,428,116",5400000,2018,23,12th,26,23,"2,004",5,3,31,13,41.9,0.16,696,69,138,32,,67,50,1,4,3,12,261,18,1218,26.3,940,822,87.4,25,6,171,26.3
Ryan Fraser,"27,189,435",27000000,2019,24,14th,38,35,"3,166",7,14,50,24,48,0.14,1019,67.7,274,49,,131,79,6,19,11,14,490,17.3,1807,50,1594,1274,79.9,44,6,215,27.6
Ryan Fraser,"19,958,862",19800000,2020,25,18th,28,21,"2,067",1,4,27,12,44.4,0.04,648,68.2,173,16,,66,44,2,6,3,9,298,21.8,1135,43.5,1001,786,78.5,32,10,139,27.8
Sada Thioub,"451,215",450000,2017,21,6th,29,18,"1,607",4,1,0,12,,0,,,0,,,,,,,,,,,,,,,,,31,,
Sada Thioub,"1,135,884",1130000,2018,22,2nd,32,19,"1,754",4,4,0,7,,0,,,0,,,,,,,,,,,,,,,,,29,,
Sada Thioub,"4,984,730",4950000,2019,23,9th,38,27,"2,476",3,5,36,15,41.7,0,725,73.4,85,23,39,95,66,21,15,7,35,587,24.4,1349,65.1,1330,993,74.7,81,39,201,36.4
Sada Thioub,"2,540,219",2520000,2020,24,11th,23,15,"1,508",1,2,14,5,35.7,0,555,79.7,52,13,28,56,42,6,4,4,21,347,24.2,922,60.4,919,702,76.4,43,24,121,25.8
Sadio Mané,"63,328,025",63000000,2018,25,4th,29,28,"2,190",10,7,71,25,35.2,0.14,766,79.2,32,36,,84,64,6,9,8,24,388,31.4,1310,58.1,1442,1068,74.1,78,24,137,35.4
Sadio Mané,"108,757,741",108000000,2019,26,2nd,36,35,"3,077",22,1,88,42,47.7,0.25,932,76.7,39,34,,105,78,11,15,8,46,689,29.3,1682,55.5,1903,1323,69.5,93,35,198,27
Sadio Mané,"108,866,518",108000000,2020,27,1st,35,31,"2,747",18,7,76,36,47.4,0.24,933,80.3,49,29,,107,85,6,15,9,50,504,30.4,1590,65.5,1843,1275,69.2,85,46,169,30.7
Saîf-Eddine Khaoui,"721,944",720000,2017,21,5th,9,1,149,0,0,4,1,25,0,,,14,,,,,,,,,,,,,,,,,2,,
Saîf-Eddine Khaoui,"4,523,430",4500000,2018,22,19th,32,21,"1,955",5,1,59,22,37.3,0,465,65.2,104,29,30,67,33,10,3,0,31,450,24,999,55.8,789,623,79,54,40,145,44.4
Salomon Kalou,"3,158,505",3150000,2017,30,6th,26,25,"1,982",7,4,42.1,1.73,0.16,1,,,8,,,,,,,,,,,,,,,,,20,,
Salomon Kalou,"3,166,401",3150000,2018,31,10th,31,27,"2,207",12,3,45.8,1.96,0.23,1,446,70.2,17,17,,34,27,3,4,4,18,431,24.6,939,59.2,964,655,67.9,59,22,153,38.9
Salomon Kalou,"1,812,629",1800000,2019,32,11th,30,27,"2,317",8,2,31.1,1.75,0.11,3,509,71.4,21,31,,57,40,9,8,5,19,461,19.7,1020,75.3,1161,756,65.1,65,29,135,29.8
Salomon Kalou,"1,451,554",1440000,2020,33,10th,5,1,146,1,0,33.3,3.7,0.17,0,29,65.9,1,2,,1,1,0,1,1,3,33,30.3,75,25,71,49,69,7,4,12,16.7
Sam Surridge,"453,157",450000,2019,20,14th,2,0,13,0,0,2,0,0,0,4,40,1,0,,0,0,0,0,0,0,17,17.6,20,50,36,17,47.2,4,1,1,50
Sam Surridge,"408,249",405000,2020,21,18th,4,0,27,0,0,26,12,46.2,0.15,,,5,,,,,,,,,,,,,,,,,12,,
Sambou Sissoko,"408,249",405000,2020,20,5th,3,0,32,0,0,0,0,,0,3,50,0,0,0,0,0,0,0,0,0,12,25,10,,4,2,50,0,0,4,0
Samu Castillejo,"6,317,010",6300000,2017,21,5th,33,24,"2,044",2,3,42.4,1.45,0.06,0,,,93,,,,,,,,,,,,,,,,,38,,
Samu Castillejo,"16,284,349",16200000,2018,22,5th,30,25,"2,066",6,5,33.9,2.44,0.11,0,747,75.3,96,20,,93,53,9,19,11,36,560,26.3,1352,53.4,1104,933,84.5,48,43,139,31.4
Samu Castillejo,"13,594,718",13500000,2019,23,5th,31,8,"1,023",4,2,45.2,2.73,0.13,0,409,80.5,55,5,,35,25,3,3,2,17,380,25,687,42.9,645,494,76.6,17,27,73,29.4
Samu Castillejo,"9,979,431",9900000,2020,24,6th,22,16,"1,209",2,3,25.8,2.31,0.06,0,422,75.4,68,11,,63,42,6,6,4,25,329,26.7,755,53.3,662,509,76.9,22,14,99,33.3
Samuel Di Carmine,"1,270,109",1260000,2020,30,9th,21,16,"1,248",8,0,46.7,2.16,0.23,1,173,70.6,10,0,,19,13,0,2,1,3,199,28.1,374,71.4,594,270,45.5,28,32,47,40
Samuel Grandsir,"1,504,050",1500000,2017,19,3rd,32,20,"1,751",3,2,0,13,,0,,,0,,,,,,,,,,,,,,,,,40,,
Samuel Grandsir,"3,518,224",3500000,2018,20,19th,36,29,"2,604",3,4,47,21,44.7,0,661,69.7,83,36,55,78,63,9,9,6,57,646,21.4,1385,54.4,1253,966,77.1,73,52,208,15.4
Samuel Grandsir,"3,021,048",3000000,2019,21,11th,8,2,237,0,0,1,1,100,0,60,69.8,9,1,9,5,3,0,1,1,12,68,26.5,114,58.3,115,80,69.6,8,2,13,25
Samuel Grandsir,"3,024,070",3000000,2020,22,14th,24,17,"1,492",3,1,29,8,27.6,0,391,72.8,59,10,33,43,36,1,5,4,33,291,28.5,754,48.1,767,573,74.7,48,20,93,21.4
Samuel Kalu,"3,008,100",3000000,2017,18,3rd,16,11,"1,014",3,6,0,11,,0,,,0,,,,,,,,,,,,,,,,,,,
Samuel Kalu,"8,041,654",8000000,2018,19,4th,32,22,"2,169",7,6,0,23,,0,,,0,,,,,,,,,,,,,,,,,47,,
Santi Mina,"18,093,722",18000000,2018,21,4th,32,17,"1,560",12,2,42,18,42.9,1,361,76.8,7,14,10,39,23,4,8,4,16,482,19.7,695,61.8,821,518,63.1,48,25,72,32.4
Santi Mina,"27,189,435",27000000,2019,22,4th,30,23,"1,852",7,5,42,21,50,0,350,73.4,9,14,19,33,24,3,5,4,19,505,18.6,746,42.9,1027,550,53.6,62,40,89,31.4
Santi Mina,"13,154,704",13050000,2020,23,17th,34,21,"1,944",6,3,48,14,29.2,0,500,70.8,30,16,34,49,34,4,7,3,14,405,24.9,996,36.7,1198,752,62.8,60,45,115,44
Santiago Ascacíbar,"9,024,300",9000000,2017,19,3rd,24,24,"2,136",0,0,12.5,0.34,0,0,,,9,,,,,,,,,,,,,,,,,39,,
Santiago Ascacíbar,"19,903,094",19800000,2018,20,7th,29,27,"2,381",0,1,18.2,0.42,0,0,964,83.2,7,21,,24,17,1,1,0,70,682,31.8,1445,58.8,854,785,91.9,13,34,410,43.9
Santiago Ascacíbar,"9,063,145",9000000,2019,21,16th,27,27,"2,428",0,0,26.3,0.7,0,0,923,81,11,21,,36,31,0,3,2,78,628,26.8,1433,58.8,856,777,90.8,22,25,391,38
Sarpreet Singh,"452,343",450000,2018,18,9th,11,6,563,4,0,37.3,2.67,0.08,0,,,69,,,,,,,,,,,,,,,,,32,,
Sarpreet Singh,"906,315",900000,2019,19,6th,25,22,"1,990",5,7,0,1.25,0,0,22,75.9,1,1,,1,1,0,0,0,1,17,29.4,33,,34,27,79.4,0,3,5,50
Sarpreet Singh,"1,360,831",1350000,2020,20,1st,2,1,72,0,0,53.3,0.82,0.47,0,,,12,,,,,,,,,,,,,,,,,7,,
Sebastiano Esposito,"9,979,431",9900000,2020,17,2nd,7,2,199,1,0,30,4.52,0,1,41,66.1,7,1,,6,4,0,0,0,3,79,30.4,103,25,112,65,58,6,7,13,11.1
Sébastien Haller,"10,856,233",10800000,2018,23,8th,31,26,"2,347",9,4,39,14,35.9,0.18,459,65.1,7,23,,51,42,2,4,4,26,563,27.2,1078,52.2,1417,790,55.8,105,55,131,49.3
Sébastien Haller,"36,252,580",36000000,2019,24,7th,29,23,"2,182",15,9,47,22,46.8,0.26,512,64.3,7,26,,66,50,6,13,9,25,516,24.4,1128,60.4,1431,844,59,79,42,120,54.7
Sébastien Haller,"40,824,944",40500000,2020,25,16th,32,24,"2,266",7,1,55,27,49.1,0.13,522,68.1,8,21,,51,42,1,7,3,21,571,22.1,1062,63.2,1520,809,53.2,70,46,121,50.6
Serge Gnabry,"13,536,450",13500000,2017,21,8th,27,23,"1,963",11,1,33.9,2.84,0.16,1,,,15,,,,,,,,,,,,,,,,,24,,
Serge Gnabry,"36,187,443",36000000,2018,22,3rd,22,20,"1,507",10,5,41.7,2.87,0.21,0,404,75.2,29,10,,63,39,13,13,7,30,342,27.8,766,58.9,787,531,67.5,42,20,106,26.3
Serge Gnabry,"72,505,161",72000000,2019,23,1st,30,21,"1,762",10,5,49.2,3.32,0.15,0,689,82,33,23,,70,52,6,15,10,42,435,30.3,1147,50,1113,913,82,44,25,110,18.8
Serge Gnabry,"65,319,911",64800000,2020,24,1st,31,26,"2,193",12,10,41.7,3.94,0.13,0,883,78.3,71,37,,96,72,15,17,12,39,434,31.6,1469,59.8,1524,1172,76.9,55,15,152,22.7
Sergi Enrich,"9,024,300",9000000,2017,26,10th,38,31,"2,826",11,6,64,29,45.3,0,,,35,,,,,,,,,,,,,,,,,58,,
Sergi Enrich,"4,523,430",4500000,2018,27,9th,19,14,"1,332",3,1,33,11,33.3,1,266,68.4,5,5,10,27,20,0,2,1,8,342,34.8,567,62.5,796,428,53.8,45,20,51,39.6
Sergi Enrich,"2,718,944",2700000,2019,28,12th,35,30,"2,582",7,4,70,17,24.3,0,683,73.8,6,18,37,56,45,4,12,7,30,638,27.7,1257,74.2,1878,956,50.9,90,65,156,41.8
Sergi Enrich,"2,177,330",2160000,2020,29,14th,30,21,"1,865",1,4,30,6,20,0,377,71.5,8,7,19,19,12,1,5,3,21,445,30.8,746,75,1062,527,49.6,61,60,105,37
Sergi Guardiola,"1,809,372",1800000,2018,26,16th,40,37,"3,368",22,8,2,0,0,0,7,50,3,1,3,1,0,1,0,0,1,19,10.5,24,100,23,19,82.6,3,1,3,0
Sergi Guardiola,"4,531,573",4500000,2019,27,5th,3,0,30,0,0,45,15,33.3,0,217,65.2,18,9,30,34,20,5,3,1,18,349,18.1,560,63.3,772,402,52.1,58,37,60,27.2
Sergi Guardiola,"5,437,887",5400000,2019,27,16th,17,17,"1,514",3,1,54,19,35.2,0,455,68.1,35,9,44,50,35,6,6,3,19,552,17.9,1032,57.1,1307,771,59,83,52,118,23.9
Sergio Agüero,"72,374,886",72000000,2018,29,1st,25,22,"1,963",21,6,92,38,41.3,0.18,530,81.9,16,20,,74,57,7,10,9,8,262,26.7,930,60.8,1123,743,66.2,49,10,90,28.6
Sergio Agüero,"58,910,443",58500000,2019,30,1st,33,31,"2,459",21,8,118,41,34.7,0.16,665,84.7,14,17,,73,51,6,17,12,17,462,26.6,1142,52.7,1389,892,64.2,66,22,129,44
Sergio Agüero,"47,175,491",46800000,2020,31,2nd,24,18,"1,452",16,3,73,25,34.2,0.19,284,77.4,10,11,,51,28,9,8,4,7,222,25.2,572,60,780,450,57.7,24,9,61,12.5
Sergio Camello,"2,265,786",2250000,2019,17,2nd,1,0,45,1,0,3,1,33.3,0,8,80,1,0,1,1,1,0,0,0,1,4,50,15,0,15,11,73.3,0,0,3,
Sergio Camello,"2,086,608",2070000,2020,18,3rd,2,0,25,0,0,0,0,,0,2,40,0,0,1,0,0,0,0,0,1,4,0,8,,12,7,58.3,1,0,0,100
Sergio Canales,"9,046,861",9000000,2018,26,12th,36,20,"1,934",4,5,64,16,25,0,1035,79.7,152,15,36,116,65,6,8,4,27,446,23.3,1542,73.5,1286,1121,87.2,35,22,141,14.3
Sergio Canales,"22,657,863",22500000,2019,27,10th,32,30,"2,655",7,2,63,23,36.5,2,1554,83.6,143,18,43,93,62,5,10,8,48,496,23.8,2194,75.9,1943,1691,87,62,28,204,11.8
Sergio Canales,"18,144,420",18000000,2020,28,15th,36,36,"3,163",6,6,47,14,29.8,3,1865,84,155,25,47,138,99,4,14,9,30,376,22.3,2527,67.1,2156,1931,89.6,40,27,232,13.2
Sergio Córdova,"9,046,861",9000000,2018,19,12th,26,3,586,2,1,43.8,2.46,0.13,0,111,74,9,2,,19,13,0,3,1,6,139,26.6,252,53.3,327,186,56.9,25,21,30,31
Sergio Córdova,"18,126,290",18000000,2019,20,15th,20,3,531,3,0,33.3,2.03,0.25,0,101,76.5,5,2,,10,6,0,0,0,10,172,20.9,220,77.8,269,142,52.8,20,16,38,24.1
Sergio Córdova,"14,515,536",14400000,2020,21,15th,16,4,367,2,1,40,1.23,0.4,0,54,71.1,2,2,,6,4,2,3,1,4,157,15.3,122,60,158,81,51.3,12,6,23,29.5
Sergio Floccari,"271,406",270000,2018,35,17th,20,9,883,3,0,27.3,2.24,0.14,0,197,76.4,11,5,,15,11,1,3,1,17,150,30.7,399,66.7,455,302,66.4,28,13,42,30.1
Sergio Floccari,"271,894",270000,2019,36,13th,20,11,976,3,1,30.4,2.12,0.13,0,187,78.9,8,7,,14,9,1,4,1,9,234,23.1,379,52.6,456,280,61.4,37,17,46,47.6
Sergio Floccari,"272,166",270000,2020,37,20th,24,9,942,1,0,29.4,1.62,0.06,0,206,78.9,16,4,,22,17,3,0,0,9,247,22.3,365,58.3,480,269,56,21,22,45,30.1
Shane Long,"6,332,803",6300000,2018,30,17th,30,15,"1,582",2,1,33,13,39.4,0.06,269,64.4,21,12,,36,28,0,3,2,18,269,27.9,635,50,829,432,52.1,46,34,89,38.4
Shane Long,"4,531,573",4500000,2019,31,16th,26,12,"1,272",5,1,30,9,30,0.17,211,64.1,13,6,,28,20,1,2,1,11,287,23.7,514,40,777,385,49.5,47,26,57,38.3
Shane Long,"2,540,219",2520000,2020,32,11th,26,15,"1,395",2,2,33,13,39.4,0.06,226,55.8,20,6,,31,25,1,3,1,19,315,31.1,611,44.4,885,456,51.5,62,32,81,47.1
Sheraldo Becker,"907,221",900000,2020,24,11th,13,5,540,0,2,57.1,1.17,0,0,81,60.9,17,4,,15,11,3,3,3,4,84,23.8,172,69.2,231,124,53.7,10,9,33,20
Simon Terodde,"2,718,944",2700000,2019,30,1st,33,28,"2,438",29,4,55.9,4.1,0.23,4,,,4,,,,,,,,,,,,,,,,,40,,
Simon Terodde,"2,177,330",2160000,2020,31,14th,23,7,813,3,1,30.6,3.99,0.08,0,102,61.8,3,11,,14,11,1,3,3,13,217,24.9,288,40,391,170,43.5,17,25,41,45.3
Simone Verdi,"22,617,152",22500000,2018,25,15th,34,34,"2,827",10,8,31.5,2.83,0.09,2,900,68.1,233,24,,110,62,13,18,10,35,480,25.8,1755,62.2,1453,1196,82.3,80,23,181,19.4
Simone Verdi,"18,126,290",18000000,2019,26,2nd,22,9,704,3,3,36.8,2.43,0.11,1,290,79.5,36,4,,31,23,1,4,3,18,171,26.3,470,62.5,434,367,84.6,16,14,43,0
Simone Verdi,"14,515,536",14400000,2020,27,7th,0,0,,,,22,2.27,0.04,0,615,70.5,144,18,,82,41,3,13,4,17,351,26.2,1118,64.6,936,749,80,36,20,160,31.4
Simone Zaza,"15,379,663",15300000,2018,26,4th,33,23,"2,074",13,2,49.1,3.44,0.07,0,186,64.8,5,11,,41,25,1,5,3,15,237,27,490,75,695,346,49.8,54,46,75,40.9
Simone Zaza,"9,063,145",9000000,2019,27,7th,29,11,"1,437",4,3,42.2,2.61,0.11,0,202,64.5,8,8,,22,12,2,3,1,15,250,23.2,551,54.5,719,383,53.3,73,54,84,39
Sinan Gümüş,"2,707,290",2700000,2017,22,4th,18,7,664,7,2,58.8,2.3,0.41,0,,,12,,,,,,,,,,,,,,,,,18,,
Sinan Gümüş,"1,809,372",1800000,2018,23,1st,19,1,403,3,1,50,2.68,0.25,0,,,11,,,,,,,,,,,,,,,,,12,,
Sinan Gümüş,"1,087,577",1080000,2019,24,1st,19,14,"1,151",4,2,42.4,2.58,0.12,0,,,31,,,,,,,,,,,,,,,,,14,,
Sofiane Boufal,"13,536,450",13500000,2017,22,8th,24,12,"1,104",1,1,25,7,28,0.04,,,35,,,,,,,,,,,,,,,,,25,,
Sofiane Boufal,"10,856,233",10800000,2018,23,17th,26,11,"1,219",2,2,28,6,21.4,0.07,410,72.2,39,13,,47,27,12,8,5,34,217,28.6,795,64,676,600,88.8,38,27,87,42.9
Sofiane Boufal,"9,063,145",9000000,2019,24,17th,35,25,"2,085",3,3,50,17,34,0.06,674,76.2,60,21,,110,54,29,13,7,33,469,24.3,1303,66.1,1184,975,82.3,66,42,165,53.6
Sofiane Boufal,"7,257,768",7200000,2020,25,11th,20,8,764,0,2,21,7,33.3,0,247,76,27,6,,37,22,8,3,2,21,218,32.6,515,56.3,468,382,81.6,21,25,69,42.1
Son Heung-min,"27,072,900",27000000,2017,24,2nd,34,23,"2,062",14,6,80,33,41.3,0.18,,,62,,,,,,,,,,,,,,,,,10,,
Son Heung-min,"45,234,304",45000000,2018,25,3rd,37,27,"2,317",12,6,72,34,47.2,0.17,781,80.1,50,32,,85,66,10,20,14,21,397,27.2,1304,59.1,1452,1069,73.6,70,15,135,0
Son Heung-min,"72,505,161",72000000,2019,26,4th,31,23,"2,039",12,6,75,28,37.3,0.16,646,83.7,25,22,,79,53,16,14,7,18,471,25.3,1088,56.7,1243,858,69,47,11,129,17.9
Son Heung-min,"58,062,143",57600000,2020,27,6th,30,28,"2,476",11,10,81,39,48.1,0.14,705,79.9,77,15,,95,60,15,22,13,33,544,24.4,1241,57.8,1273,868,68.2,46,17,183,19
Stefano Okaka,"5,865,795",5850000,2017,26,17th,19,10,958,4,1,44.4,2.54,0.15,0,,,5,,,,,,,,,,,,,,,,,29,,
Stefano Okaka,"4,523,430",4500000,2018,27,14th,15,3,453,1,1,30,1.99,0.1,0,109,68.1,1,5,,16,11,2,2,1,10,59,45.8,241,61.5,289,186,64.4,21,21,31,48.6
Stefano Okaka,"2,903,107",2880000,2020,29,15th,32,27,"2,333",7,2,23.2,2.16,0.13,0,463,76.8,7,15,,62,45,9,6,5,25,529,23.6,974,58.9,1241,748,60.3,73,67,104,36.8
Stevan Jovetić,"10,027,000",10000000,2017,26,4th,26,12,"1,206",6,4,58,24,41.4,0,,,12,,,,,,,,,,,,,,,,,17,,
Stevan Jovetić,"14,072,895",14000000,2018,27,2nd,15,7,753,8,0,52,22,36.8,0,254,68.9,6,15,18,39,26,4,7,4,6,193,16.3,530,33.3,632,408,63.4,29,21,64,36.4
Stevan Jovetić,"8,056,129",8000000,2019,28,17th,8,4,399,2,0,22,9,40.9,0,138,66,6,8,6,17,10,4,1,1,1,71,23.9,278,62.5,304,222,73,10,10,31,41.2
Steven Bergwijn,"25,402,188",25200000,2020,21,6th,28,24,2032,8,11,45,21,44.4,0.33,225,86.9,25,2,,26,22,2,1,1,5,117,29.1,351,38.5,342,233,68.1,12,7,71,42.9
Steven Skrzybski,"3,166,401",3150000,2018,24,8th,29,23,"2,149",14,4,41.5,3.43,0.15,2,,,47,,,,,,,,,,,,,,,,,47,,
Steven Skrzybski,"2,447,049",2430000,2019,25,14th,12,8,664,3,1,43.8,2.17,0.19,0,99,69.7,4,8,,16,13,1,1,1,8,244,24.2,236,50,299,151,50.5,25,10,35,17.6
Steven Skrzybski,"1,814,442",1800000,2020,26,12th,0,0,,,,7.1,2.38,0.07,0,84,65.1,9,2,,11,8,2,2,2,6,167,32.9,221,53.8,251,146,58.2,16,3,33,7.1
Stiven Mendoza,"2,513,017",2500000,2018,25,13th,13,12,"1,032",2,0,25,6,24,0,256,69.9,33,6,23,29,17,3,1,1,11,155,21.9,483,62.9,440,309,70.2,16,7,84,25
Stiven Mendoza,"3,524,556",3500000,2019,26,15th,25,22,"1,877",2,2,41,9,22,0,513,71.8,86,15,32,66,41,6,7,6,36,455,23.5,1008,60,937,684,73,58,25,154,42.1
Stiven Mendoza,"3,528,082",3500000,2020,27,19th,15,12,"1,101",5,0,23,9,39.1,0,264,70.4,20,11,24,20,14,1,3,2,18,265,25.7,574,58.7,569,413,72.6,42,21,72,29.6
Tahith Chong,"6,344,202",6300000,2019,18,6th,2,0,38,0,0,1,0,0,0,9,64.3,0,2,,2,2,0,0,0,0,15,26.7,20,33.3,23,17,73.9,2,2,2,0
Takumi Minamino,"3,158,505",3150000,2017,21,1st,21,11,"1,152",11,2,47,25,53.2,0.23,,,17,,,,,,,,,,,,,,,,,22,,
Takumi Minamino,"3,618,744",3600000,2018,22,1st,28,20,"1,675",7,3,48,16,33.3,0.15,,,11,,,,,,,,,,,,,,,,,30,,
Takumi Minamino,"4,531,573",4500000,2019,23,1st,27,19,"1,744",6,4,53,23,43.4,0.11,,,14,,,,,,,,,,,,,,,,,30,,
Takumi Minamino,"9,072,210",9000000,2020,24,1st,24,13,1155,5,5,30,14,22.2,0.24,98,88.3,17,0,,3,2,0,0,0,4,63,31.7,156,50,169,130,76.9,9,7,11,50
Tammy Abraham,"9,046,861",9000000,2018,19,18th,31,15,"1,726",5,1,43,14,32.6,0.12,208,67.3,13,11,,31,20,6,2,1,11,178,32.6,535,57.8,691,392,56.7,60,15,61,50
Tammy Abraham,"36,288,839",36000000,2020,21,4th,34,25,"2,215",15,3,88,35,39.8,0.17,288,69.7,10,8,,47,33,6,10,4,14,429,30.3,740,58.3,1076,496,46.1,71,17,95,37.6
Teemu Pukki,"8,156,831",8100000,2019,28,1st,43,43,"3,810",29,9,140,56,40,0.21,,,19,,,,,,,,,,,,,,,,,49,,
Teemu Pukki,"7,257,768",7200000,2020,29,20th,36,33,"2,886",11,3,80,32,40,0.11,421,80.7,9,8,,53,41,5,5,3,17,602,26.6,794,58.7,1143,531,46.5,50,23,113,10.7
Theo Walcott,"18,048,600",18000000,2017,27,5th,28,23,"1,916",10,2,61,29,47.5,0.16,,,50,,,,,,,,,,,,,,,,,15,,
Theo Walcott,"16,313,661",16200000,2019,29,8th,37,24,"2,119",5,2,43,21,48.8,0.12,447,70.8,53,23,,49,34,2,6,4,26,350,26,909,52.1,992,677,68.2,59,11,122,23.9
Theo Walcott,"13,608,315",13500000,2020,30,12th,25,17,"1,287",2,3,28,10,35.7,0.07,266,65.7,41,22,,32,24,3,4,3,17,190,24.2,575,58.3,565,397,70.3,28,9,101,28
Thiago Alcántara,"45,121,500",45000000,2017,25,1st,27,26,"2,288",6,5,39.5,1.49,0.16,0,,,42,,,,,,,,,,,,,,,,,39,,
Thiago Alcántara,"54,281,165",54000000,2018,26,1st,19,12,"1,247",2,2,30.4,1.66,0.09,0,1190,90.9,15,14,,52,47,1,3,3,32,263,37.6,1455,74.3,1245,1181,94.9,9,24,139,47.2
Thiago Alcántara,"54,378,871",54000000,2019,27,1st,30,26,"2,408",2,6,26.1,0.86,0.09,0,2327,90.4,69,26,,77,58,2,8,6,85,388,32.7,2823,85.2,2171,2100,96.7,13,52,383,44.6
Thiago Alcántara,"43,546,607",43200000,2020,28,1st,24,20,"1,771",3,0,42.1,0.97,0.16,0,1649,89.6,7,24,,56,44,3,8,6,54,292,34.6,2018,84.3,1576,1515,96.1,13,24,305,43.3
Thomas Doyle,"272,166",270000,2020,17,2nd,1,0,16,0,0,1,1,100,0,19,100,0,0,,0,0,0,0,0,0,5,20,20,,19,19,100,0,0,1,
Thomas Müller,"40,609,350",40500000,2017,26,1st,29,25,"2,263",5,12,38.5,2.59,0.08,0,,,38,,,,,,,,,,,,,,,,,20,,
Thomas Müller,"36,187,443",36000000,2018,27,1st,29,22,"2,005",8,14,38.8,2.2,0.16,0,736,73.3,78,27,,90,79,4,21,19,35,400,31.3,1232,65.2,1309,993,75.9,53,21,117,43.1
Thomas Müller,"29,002,064",28800000,2019,28,1st,32,28,"2,378",6,9,43.1,2.2,0.1,0,934,73.9,54,37,,105,82,8,17,13,48,561,31,1556,67.6,1523,1191,78.2,50,23,165,45.1
Thomas Müller,"27,216,629",27000000,2020,29,1st,33,26,"2,255",8,21,37.7,2.12,0.15,0,1023,75.3,105,32,,131,117,2,26,24,50,571,37.3,1650,51.1,1652,1280,77.5,57,17,158,43.5
Thorgan Hazard,"18,048,600",18000000,2017,23,9th,23,18,"1,628",6,4,39.5,2.38,0.14,0,,,61,,,,,,,,,,,,,,,,,27,,
Thorgan Hazard,"34,378,071",34200000,2018,24,9th,34,33,"2,939",10,5,32.9,2.42,0.06,5,998,73.1,144,37,,131,77,16,15,8,45,588,27,1797,52.2,1663,1228,73.8,66,25,248,36.6
Thorgan Hazard,"36,252,580",36000000,2019,25,5th,33,33,"2,873",10,11,31.5,2.29,0.1,3,980,70.3,183,46,,117,73,7,16,12,43,611,21.8,1783,64.6,1595,1215,76.2,65,27,237,17.5
Thorgan Hazard,"29,031,071",28800000,2020,26,2nd,33,28,"2,380",7,13,42,1.89,0.14,0,961,76.8,111,34,,103,63,8,20,17,42,587,26.4,1563,57.7,1502,1176,78.3,53,37,164,35.4
Tim Lemperle,"272,166",270000,2020,17,14th,1,0,16,0,0,0,5.63,0,0,2,100,0,0,,0,0,0,0,0,0,4,0,7,0,7,4,57.1,0,0,3,
Timo Werner,"54,281,165",54000000,2018,21,6th,32,28,"2,494",13,7,42.4,3.32,0.12,2,514,69.5,55,19,,63,41,12,16,11,20,414,28.7,1086,59.7,1327,801,60.4,79,26,111,37.5
Timo Werner,"58,910,443",58500000,2019,22,3rd,30,29,"2,509",16,7,37.3,3.66,0.16,0,610,72.3,47,28,,82,53,14,15,10,17,366,28.4,1229,44.2,1459,947,64.9,73,25,136,13.3
Timo Werner,"58,062,143",57600000,2020,23,3rd,34,33,"2,795",28,8,50.4,3.77,0.21,3,764,71.7,87,24,,117,83,18,19,12,14,422,24.6,1455,60,1663,1159,69.7,79,18,161,24.3
Timothée Nkada,"151,052",150000,2019,19,10th,0,0,,,,2,0,0,0,15,60,3,0,2,5,3,0,1,0,1,40,22.5,41,33.3,85,30,35.3,4,4,7,20
Todd Cantwell,"6,344,202",6300000,2019,20,1st,24,18,"1,595",1,2,42,16,38.1,0.14,884,79.9,25,23,,73,58,6,5,5,49,575,26.1,1511,60.6,1401,1111,79.3,59,33,180,27.6
Trézéguet,"3,166,401",3150000,2018,22,8th,31,31,"2,641",13,5,64,28,43.8,0.19,,,63,,,,,,,,,,,,,,,,,34,,
Trézéguet,"5,437,887",5400000,2019,23,14th,34,34,"3,051",9,9,138,49,35.5,0.06,,,231,,,,,,,,,,,,,,,,,44,,
Trézéguet,"7,257,768",7200000,2020,24,17th,34,20,"1,950",6,1,50,17,34,0.12,295,66.3,65,11,,44,29,5,2,1,42,530,24.3,775,53.3,855,518,60.6,64,35,94,37.8
Troy Deeney,"9,046,861",9000000,2018,29,14th,29,20,"1,844",5,2,37,10,27,0.05,309,56.7,8,21,,43,38,0,4,4,15,229,30.6,720,53.3,924,506,54.8,31,24,110,46.2
Troy Deeney,"7,250,516",7200000,2019,30,11th,32,28,"2,545",9,5,61,28,45.9,0.13,522,62.4,16,35,,62,53,1,8,7,28,674,22.7,1158,33.3,1533,856,55.8,82,42,149,45.6
Troy Deeney,"5,896,936",5850000,2020,31,19th,27,26,"2,225",10,2,38,16,42.1,0.13,405,57.3,10,17,,50,42,0,5,4,24,460,23.7,951,50,1368,707,51.7,64,37,119,37.4
Valon Berisha,"3,609,720",3600000,2017,23,1st,34,33,"2,814",7,8,37.5,2.05,0.09,1,,,67,,,,,,,,,,,,,,,,,39,,
